dstport,protocol,tag
35961,udp,monitoring
5494,udp,db
25349,udp,vpn
63509,icmp,monitoring
46021,udp,sv_P5
62841,udp,SV_P3
55201,icmp,email
15024,tcp,sv_P5
51081,tcp,sv_P2
65205,icmp,db
20662,tcp,web
60975,icmp,sv_P5
2882,tcp,SV_P3
23019,udp,sv_P1
39407,icmp,vpn
56677,tcp,sv_P2
119,icmp,sv_P5
5691,udp,monitoring
7228,icmp,vpn
31280,tcp,web
36257,udp,SV_P3
16461,tcp,vpn
45139,tcp,sv_P4
33211,udp,sv_P2
53222,icmp,SV_P3
16342,tcp,sv_P5
7085,tcp,vpn
17538,udp,SV_P3
44331,udp,web
50109,udp,sv_P2
23160,tcp,sv_P4
9343,tcp,web
16539,icmp,web
3016,icmp,sv_P1
2317,icmp,monitoring
17468,tcp,vpn
33613,icmp,monitoring
15939,udp,vpn
9222,tcp,SV_P3
18400,tcp,web
53816,tcp,web
48325,tcp,web
54106,udp,sv_P2
60023,icmp,monitoring
27418,udp,web
13833,icmp,sv_P1
5396,tcp,db
517,udp,vpn
46458,tcp,sv_P4
52046,tcp,sv_P5
49809,udp,email
24595,icmp,db
41469,icmp,SV_P3
23793,udp,web
30231,tcp,sv_P5
28759,icmp,db
29464,udp,sv_P1
56559,udp,vpn
24060,icmp,sv_P2
46898,icmp,sv_P1
16663,icmp,web
57461,udp,vpn
29734,icmp,web
56293,tcp,vpn
42966,udp,email
1027,tcp,SV_P3
51836,udp,web
51997,icmp,sv_P4
44116,udp,sv_P2
46178,icmp,sv_P4
47080,icmp,sv_P4
32995,icmp,sv_P2
32275,icmp,SV_P3
48705,icmp,SV_P3
38929,udp,sv_P1
19269,icmp,vpn
24127,udp,email
27667,icmp,sv_P4
56566,tcp,web
38199,icmp,SV_P3
57493,tcp,sv_P2
56432,udp,sv_P2
34593,udp,web
61915,icmp,monitoring
5828,icmp,sv_P5
5400,tcp,web
45744,tcp,monitoring
46701,icmp,sv_P2
32695,icmp,email
61777,udp,SV_P3
814,icmp,sv_P4
18655,icmp,vpn
37588,icmp,email
4088,tcp,sv_P4
54964,icmp,db
10831,udp,vpn
45843,udp,web
38443,udp,sv_P1
33753,udp,monitoring
947,udp,sv_P2
60059,icmp,web
34025,udp,email
11757,tcp,web
5742,udp,db
57275,icmp,web
55777,tcp,sv_P2
39308,udp,vpn
46578,icmp,sv_P4
5049,tcp,vpn
45328,tcp,email
56835,tcp,sv_P1
20324,icmp,web
55839,icmp,vpn
54282,udp,sv_P1
19007,icmp,monitoring
62660,tcp,email
16192,icmp,db
58124,tcp,vpn
38116,tcp,sv_P1
56185,icmp,monitoring
9668,tcp,sv_P2
6733,tcp,sv_P4
64388,udp,web
18503,icmp,web
37403,udp,sv_P5
41,tcp,SV_P3
6495,udp,vpn
6694,tcp,SV_P3
18651,udp,sv_P2
26510,tcp,db
41981,icmp,db
11901,udp,sv_P4
20392,udp,db
14099,tcp,sv_P2
1387,tcp,monitoring
56334,tcp,sv_P2
25339,udp,sv_P5
16843,udp,vpn
24665,tcp,SV_P3
23848,icmp,monitoring
65401,tcp,monitoring
12277,udp,sv_P5
63536,udp,db
12434,tcp,sv_P1
64010,tcp,sv_P1
10350,udp,sv_P5
38992,icmp,SV_P3
38948,udp,sv_P1
31784,icmp,sv_P2
51753,udp,SV_P3
4568,tcp,sv_P5
65085,udp,monitoring
44476,tcp,sv_P5
51384,udp,vpn
24863,icmp,SV_P3
23257,tcp,email
24393,icmp,web
14922,udp,sv_P5
12152,tcp,monitoring
64359,icmp,db
55560,icmp,monitoring
19457,icmp,sv_P2
49638,tcp,sv_P5
57927,udp,sv_P2
28852,udp,sv_P4
5478,tcp,sv_P4
42661,icmp,SV_P3
5486,tcp,db
51224,udp,web
63390,icmp,sv_P4
48703,udp,vpn
20621,icmp,sv_P1
55940,icmp,sv_P1
21568,udp,web
990,tcp,monitoring
23038,udp,vpn
24195,icmp,sv_P2
27172,icmp,monitoring
61328,icmp,SV_P3
31493,tcp,sv_P5
40530,tcp,sv_P1
14537,icmp,vpn
30798,tcp,sv_P4
14040,tcp,sv_P4
43286,icmp,sv_P2
3170,udp,sv_P4
28399,icmp,db
21567,udp,sv_P5
11393,tcp,db
11876,udp,vpn
18734,tcp,sv_P1
38900,icmp,monitoring
60549,udp,sv_P5
27311,udp,web
17463,udp,db
12180,icmp,db
25089,tcp,vpn
17161,tcp,vpn
50582,udp,sv_P2
63836,udp,SV_P3
65015,udp,sv_P5
63335,tcp,sv_P1
53079,icmp,sv_P5
59059,tcp,sv_P2
46214,icmp,vpn
47463,tcp,web
10936,icmp,monitoring
28482,udp,web
18177,icmp,web
18149,tcp,email
37450,icmp,sv_P1
6971,udp,SV_P3
31053,tcp,SV_P3
13771,udp,sv_P1
7575,icmp,db
51267,icmp,sv_P2
53928,udp,db
62483,udp,SV_P3
944,tcp,sv_P4
57400,tcp,email
17867,icmp,monitoring
44369,tcp,monitoring
51922,udp,email
21186,tcp,vpn
7941,icmp,sv_P1
33203,tcp,sv_P4
34298,tcp,SV_P3
6347,udp,sv_P2
62300,tcp,email
24693,udp,sv_P1
34540,tcp,sv_P5
62558,tcp,monitoring
11142,udp,db
27665,icmp,sv_P4
18178,udp,sv_P1
54175,tcp,db
9224,udp,vpn
29751,tcp,sv_P1
45309,icmp,sv_P2
37851,tcp,db
14528,tcp,sv_P4
32404,udp,web
31050,udp,sv_P1
35408,udp,monitoring
50418,udp,sv_P4
50306,icmp,web
11284,tcp,db
13153,icmp,db
14292,udp,sv_P1
52450,icmp,monitoring
43156,tcp,email
58557,udp,SV_P3
11282,icmp,sv_P1
19175,icmp,sv_P2
3146,tcp,vpn
62593,icmp,vpn
44685,tcp,vpn
31819,tcp,monitoring
48157,udp,SV_P3
51192,udp,sv_P2
45006,icmp,SV_P3
5064,icmp,web
16387,icmp,email
40035,udp,db
23886,icmp,web
10206,udp,db
15172,tcp,sv_P1
15916,icmp,monitoring
64116,udp,web
59059,udp,web
9340,icmp,sv_P5
58505,udp,SV_P3
20710,udp,sv_P4
18897,tcp,monitoring
14759,udp,db
5699,udp,SV_P3
65056,tcp,SV_P3
65464,udp,monitoring
65030,udp,monitoring
31544,tcp,email
54162,tcp,sv_P2
15895,icmp,sv_P4
27647,tcp,monitoring
7277,icmp,SV_P3
50897,tcp,vpn
13867,udp,sv_P4
4613,udp,sv_P1
18540,udp,vpn
61289,udp,sv_P5
11730,tcp,sv_P5
54680,tcp,db
35043,tcp,sv_P4
18995,udp,sv_P2
13040,icmp,email
10677,icmp,SV_P3
38450,udp,sv_P5
27286,icmp,sv_P4
10286,udp,sv_P4
25284,tcp,db
8810,tcp,email
12915,icmp,SV_P3
46137,icmp,SV_P3
11780,tcp,sv_P4
6197,icmp,email
52181,udp,sv_P1
5641,tcp,sv_P2
26119,tcp,sv_P4
29225,icmp,email
5151,icmp,sv_P5
32773,tcp,sv_P5
52036,icmp,monitoring
8999,tcp,sv_P2
50360,udp,sv_P1
19242,tcp,sv_P2
43000,tcp,web
11250,tcp,vpn
27395,icmp,monitoring
57385,udp,sv_P4
64586,tcp,vpn
55243,icmp,sv_P2
54601,udp,sv_P4
4353,icmp,sv_P1
44945,tcp,monitoring
50697,icmp,db
43515,udp,vpn
53479,icmp,email
58898,tcp,sv_P4
43405,udp,sv_P2
7550,udp,monitoring
50341,udp,vpn
40903,udp,email
43812,tcp,db
9152,udp,sv_P5
3660,udp,sv_P4
19829,icmp,SV_P3
591,icmp,web
41802,udp,SV_P3
41297,icmp,sv_P2
30096,icmp,db
51764,udp,db
12113,tcp,sv_P5
35067,icmp,sv_P4
23758,icmp,sv_P1
47990,udp,vpn
32137,udp,sv_P4
21877,udp,web
1983,tcp,web
51817,udp,vpn
55552,tcp,sv_P2
45548,icmp,sv_P5
959,tcp,web
7315,udp,web
17558,udp,web
14295,icmp,sv_P4
22058,tcp,email
53480,tcp,SV_P3
11758,tcp,sv_P2
1301,udp,db
52264,tcp,sv_P5
50938,tcp,sv_P5
3337,tcp,web
59770,udp,vpn
56752,tcp,monitoring
59553,udp,email
10406,tcp,sv_P2
31193,udp,sv_P5
33150,udp,email
46474,tcp,monitoring
63633,icmp,sv_P2
7587,icmp,email
33144,tcp,email
62675,icmp,db
48683,tcp,sv_P5
54473,udp,sv_P1
18685,udp,sv_P1
28926,udp,vpn
34897,udp,sv_P2
14762,icmp,db
63855,udp,email
4592,icmp,monitoring
5477,udp,web
14522,tcp,vpn
11349,tcp,sv_P4
44571,tcp,sv_P4
43478,icmp,email
20018,udp,vpn
16226,tcp,SV_P3
43728,icmp,sv_P2
59921,icmp,sv_P5
50889,udp,email
33076,udp,sv_P2
20680,udp,db
7127,tcp,sv_P5
7136,tcp,sv_P2
25689,tcp,sv_P5
20197,tcp,sv_P4
44353,udp,sv_P5
56667,icmp,sv_P4
11290,tcp,sv_P1
22891,tcp,email
47338,tcp,sv_P4
4618,udp,sv_P5
49946,icmp,sv_P4
41907,icmp,sv_P2
22606,icmp,sv_P1
33275,tcp,email
4437,udp,SV_P3
41205,udp,sv_P2
12084,udp,db
2611,udp,vpn
26859,tcp,sv_P4
14967,icmp,SV_P3
15077,icmp,sv_P2
10110,tcp,db
43453,udp,monitoring
22656,icmp,db
38396,udp,monitoring
2041,icmp,sv_P5
33191,udp,sv_P5
45912,udp,vpn
58061,icmp,vpn
10845,udp,sv_P4
13205,udp,sv_P4
7483,icmp,monitoring
24413,icmp,SV_P3
11647,icmp,monitoring
17446,icmp,sv_P5
41659,tcp,web
54346,icmp,web
56609,udp,sv_P4
33483,icmp,sv_P4
55586,udp,sv_P5
6790,udp,monitoring
25483,udp,email
11058,tcp,sv_P2
11939,icmp,sv_P5
55505,udp,vpn
25604,tcp,web
45687,udp,db
2729,udp,web
1744,udp,email
21161,udp,SV_P3
24647,icmp,sv_P2
55691,udp,sv_P5
12663,icmp,email
32279,udp,sv_P4
25891,udp,monitoring
26277,tcp,vpn
10501,tcp,sv_P4
23506,tcp,sv_P5
34374,tcp,SV_P3
64853,icmp,monitoring
41193,tcp,SV_P3
50187,tcp,sv_P2
32783,icmp,web
51199,udp,web
16940,tcp,web
28266,tcp,sv_P4
11310,tcp,sv_P2
65403,udp,vpn
28001,icmp,vpn
28205,udp,sv_P5
60635,icmp,sv_P1
3620,tcp,monitoring
47832,udp,sv_P4
35742,tcp,vpn
18357,udp,vpn
13736,icmp,web
36485,udp,vpn
56718,tcp,sv_P5
14348,icmp,vpn
37440,udp,db
28188,udp,sv_P5
34243,udp,sv_P2
33560,tcp,SV_P3
56056,icmp,SV_P3
15145,udp,monitoring
44046,tcp,sv_P1
13365,icmp,monitoring
39299,udp,sv_P1
18138,tcp,SV_P3
50709,tcp,sv_P2
2246,udp,SV_P3
29896,icmp,sv_P1
18488,icmp,sv_P1
1091,tcp,sv_P4
65146,udp,sv_P4
9804,udp,email
48977,icmp,db
56013,icmp,sv_P1
13221,tcp,SV_P3
46671,icmp,sv_P5
43289,tcp,vpn
54136,udp,email
44020,udp,web
10590,tcp,db
1327,udp,SV_P3
29780,icmp,email
29940,udp,sv_P5
20599,udp,sv_P5
16687,icmp,sv_P5
48805,udp,sv_P4
53217,udp,email
20271,udp,sv_P5
36293,tcp,sv_P1
55391,udp,sv_P2
49393,icmp,db
51738,udp,sv_P5
57932,udp,web
17885,udp,sv_P2
1286,tcp,sv_P2
29679,tcp,email
60143,icmp,web
3947,udp,sv_P5
3200,udp,web
17609,tcp,sv_P1
6142,icmp,monitoring
35083,icmp,sv_P4
18412,tcp,email
20438,udp,monitoring
39857,tcp,sv_P1
60186,icmp,SV_P3
29697,icmp,sv_P5
12862,udp,sv_P4
17081,icmp,vpn
57822,udp,monitoring
25300,icmp,SV_P3
19051,tcp,sv_P2
6927,icmp,sv_P4
59408,udp,web
8545,tcp,sv_P2
64601,tcp,vpn
52848,icmp,sv_P1
21005,icmp,db
4541,tcp,monitoring
33348,tcp,email
55929,icmp,web
21722,icmp,email
49186,udp,email
39412,udp,sv_P4
62818,tcp,sv_P5
42827,tcp,monitoring
14605,udp,sv_P4
45751,icmp,db
1808,icmp,email
22720,tcp,sv_P2
54510,udp,monitoring
10287,udp,sv_P5
33292,udp,SV_P3
39202,tcp,monitoring
15781,icmp,email
47521,tcp,monitoring
33238,udp,sv_P2
24212,udp,monitoring
34807,udp,sv_P4
5057,tcp,vpn
37469,udp,sv_P4
48495,icmp,web
25240,icmp,sv_P4
24132,tcp,sv_P4
12995,tcp,db
7161,udp,email
42720,icmp,SV_P3
434,icmp,sv_P5
19620,udp,sv_P2
33902,icmp,db
14270,udp,sv_P2
51093,tcp,SV_P3
33100,udp,web
1171,tcp,vpn
64874,tcp,sv_P4
7160,tcp,web
55669,icmp,SV_P3
19292,udp,sv_P2
49096,udp,web
1825,tcp,sv_P4
63813,udp,sv_P4
57205,tcp,db
16292,icmp,monitoring
8756,tcp,web
18871,tcp,SV_P3
23604,tcp,sv_P1
43282,icmp,sv_P2
29741,udp,db
33039,icmp,sv_P2
28525,icmp,vpn
51942,udp,SV_P3
32146,tcp,vpn
13065,udp,SV_P3
54323,udp,db
35117,tcp,sv_P1
11309,icmp,db
62973,tcp,vpn
49557,tcp,sv_P4
57983,icmp,sv_P4
42112,icmp,SV_P3
41111,udp,email
55732,udp,web
29552,udp,sv_P4
21098,udp,SV_P3
59896,udp,web
16223,tcp,db
13015,tcp,sv_P5
29074,icmp,db
26714,icmp,db
18059,tcp,vpn
45466,udp,vpn
40450,tcp,sv_P1
12838,tcp,vpn
5977,icmp,sv_P5
55200,udp,sv_P4
33777,udp,sv_P1
16904,icmp,db
49249,udp,db
58561,icmp,monitoring
53613,icmp,sv_P2
48330,tcp,monitoring
49931,tcp,sv_P1
61786,udp,sv_P2
57028,icmp,email
5443,tcp,sv_P5
46421,udp,email
28164,udp,sv_P4
51560,udp,web
33027,icmp,email
14524,udp,SV_P3
64874,icmp,web
25761,tcp,monitoring
1886,udp,SV_P3
59978,udp,vpn
2680,udp,vpn
10302,udp,monitoring
39107,udp,monitoring
22657,udp,sv_P4
64949,tcp,monitoring
35794,icmp,email
37247,icmp,web
15204,udp,email
24992,udp,sv_P5
19412,udp,db
37449,udp,SV_P3
38002,icmp,sv_P1
18182,udp,db
53833,icmp,sv_P5
45210,tcp,email
38739,icmp,sv_P5
19467,udp,sv_P1
55029,icmp,sv_P1
8101,udp,email
8057,udp,vpn
39186,tcp,sv_P1
10494,tcp,SV_P3
59276,icmp,db
39322,icmp,sv_P2
9761,icmp,web
33907,tcp,email
22989,icmp,sv_P5
36835,udp,monitoring
28463,udp,sv_P1
47719,icmp,web
35432,tcp,sv_P2
4583,icmp,sv_P5
34508,icmp,sv_P5
2718,udp,sv_P4
28592,icmp,sv_P1
37779,tcp,vpn
13136,icmp,sv_P2
19774,tcp,sv_P4
43061,icmp,sv_P2
53807,icmp,sv_P4
45103,tcp,web
4275,tcp,sv_P1
26482,udp,vpn
10569,icmp,sv_P1
4094,tcp,web
61699,icmp,sv_P4
18778,tcp,sv_P1
40765,udp,SV_P3
36403,udp,web
13442,icmp,SV_P3
50478,icmp,web
15466,icmp,vpn
15679,udp,sv_P2
37390,tcp,db
19806,icmp,sv_P4
16055,tcp,sv_P1
5150,udp,SV_P3
27548,tcp,sv_P5
25594,udp,sv_P2
58687,tcp,web
51022,tcp,monitoring
38801,icmp,sv_P4
27552,udp,sv_P4
21062,icmp,vpn
59835,udp,vpn
58349,icmp,email
22623,udp,email
5485,udp,db
6153,icmp,sv_P4
45119,udp,sv_P2
37288,udp,web
7201,udp,email
41901,udp,sv_P2
16229,tcp,web
16709,icmp,db
45609,udp,email
4675,udp,monitoring
39540,udp,sv_P4
53045,udp,sv_P4
30065,udp,email
34177,tcp,web
14756,tcp,SV_P3
18295,tcp,sv_P5
50684,icmp,vpn
28076,udp,sv_P1
9504,icmp,sv_P2
16116,tcp,db
61973,icmp,sv_P5
11503,tcp,SV_P3
56958,icmp,sv_P5
21887,tcp,SV_P3
37956,icmp,web
38205,udp,db
14748,udp,email
32282,tcp,db
50252,udp,db
12271,icmp,sv_P2
54890,tcp,sv_P1
45796,icmp,sv_P5
5363,tcp,SV_P3
38978,icmp,sv_P1
29348,udp,vpn
50896,tcp,email
26673,udp,sv_P2
49060,udp,web
58355,tcp,email
37793,udp,web
21119,icmp,sv_P1
15588,udp,SV_P3
61126,tcp,sv_P2
7568,icmp,db
48424,icmp,sv_P1
24867,udp,sv_P1
42419,tcp,SV_P3
52913,icmp,email
6941,udp,SV_P3
39896,tcp,monitoring
13213,tcp,sv_P2
53214,udp,sv_P5
52214,udp,sv_P4
8684,icmp,monitoring
54185,tcp,db
4943,icmp,sv_P2
29638,udp,sv_P4
28693,tcp,vpn
60024,udp,web
55681,icmp,vpn
10000,icmp,sv_P5
13902,icmp,db
54822,icmp,email
43552,icmp,SV_P3
58241,udp,vpn
5702,tcp,sv_P2
38042,icmp,sv_P4
22236,udp,email
51256,udp,SV_P3
37775,udp,sv_P5
23135,udp,SV_P3
8731,icmp,vpn
9546,tcp,web
1859,icmp,email
29481,tcp,email
10497,udp,SV_P3
62219,icmp,SV_P3
39771,udp,sv_P2
19367,icmp,sv_P4
21436,udp,SV_P3
39862,tcp,monitoring
2445,tcp,email
2542,tcp,vpn
3784,udp,web
42102,tcp,email
30196,tcp,sv_P4
5151,tcp,email
57670,icmp,vpn
34918,udp,email
41633,tcp,email
13193,icmp,sv_P2
21521,icmp,SV_P3
1951,tcp,vpn
40107,icmp,db
53018,tcp,sv_P4
27922,udp,sv_P2
38488,udp,SV_P3
52441,udp,db
26489,icmp,db
2924,icmp,sv_P5
18355,tcp,db
36946,icmp,monitoring
32967,tcp,monitoring
34008,udp,email
48963,tcp,monitoring
26933,icmp,sv_P1
63460,udp,web
30240,udp,web
47081,tcp,monitoring
41560,udp,SV_P3
24436,udp,sv_P1
64520,icmp,monitoring
36803,tcp,monitoring
6823,icmp,email
58248,tcp,vpn
16459,tcp,sv_P5
23352,icmp,sv_P1
5444,tcp,sv_P1
41829,udp,SV_P3
65082,icmp,web
29294,icmp,web
6190,tcp,sv_P2
34946,udp,vpn
17185,icmp,sv_P5
29496,udp,SV_P3
10421,tcp,sv_P4
10250,udp,email
43180,udp,sv_P4
47195,tcp,email
19831,udp,sv_P1
15141,udp,monitoring
49746,icmp,sv_P2
48672,icmp,sv_P1
45365,tcp,monitoring
36140,icmp,SV_P3
38377,udp,sv_P2
38516,udp,web
12880,icmp,db
16250,icmp,monitoring
51765,icmp,vpn
47511,icmp,web
12772,tcp,db
2995,icmp,sv_P5
7776,icmp,web
47871,icmp,db
32880,udp,monitoring
34113,tcp,SV_P3
1568,tcp,sv_P2
14280,tcp,vpn
12507,icmp,email
59294,udp,email
18780,icmp,db
60537,icmp,sv_P5
37493,udp,sv_P5
47510,icmp,sv_P5
14302,tcp,sv_P5
38634,tcp,monitoring
2330,udp,SV_P3
18587,udp,monitoring
30048,udp,db
61302,icmp,SV_P3
26722,icmp,monitoring
5277,udp,sv_P4
43977,udp,email
19348,udp,sv_P5
4743,icmp,monitoring
33560,tcp,monitoring
40910,icmp,sv_P2
15739,tcp,vpn
778,udp,SV_P3
59257,tcp,db
52221,tcp,vpn
62300,tcp,vpn
62798,tcp,web
16819,udp,email
7442,tcp,sv_P5
62136,tcp,vpn
9827,tcp,SV_P3
61391,icmp,SV_P3
718,udp,web
864,icmp,web
15852,icmp,sv_P5
55732,udp,vpn
13843,udp,monitoring
24216,udp,SV_P3
55986,icmp,sv_P1
9737,icmp,sv_P2
47492,icmp,db
49962,tcp,sv_P2
16732,tcp,sv_P1
26878,udp,SV_P3
33636,icmp,monitoring
11553,tcp,sv_P1
52118,icmp,web
34841,udp,sv_P5
29475,tcp,sv_P1
55537,tcp,db
19118,icmp,email
39932,tcp,db
7339,icmp,vpn
5888,udp,sv_P2
63475,tcp,sv_P4
38152,udp,db
9685,icmp,sv_P2
43473,tcp,db
42996,tcp,sv_P4
15696,udp,sv_P4
34673,icmp,db
8941,icmp,web
18853,tcp,email
28434,tcp,sv_P1
64205,tcp,web
43265,tcp,sv_P1
18261,icmp,vpn
4231,udp,sv_P5
63486,icmp,vpn
63855,udp,sv_P1
27415,udp,sv_P4
43478,icmp,sv_P1
39399,tcp,SV_P3
46392,icmp,db
38047,udp,vpn
30672,udp,monitoring
17841,udp,sv_P2
26254,icmp,sv_P1
29386,tcp,db
48433,udp,sv_P1
19699,udp,SV_P3
47084,tcp,web
56904,icmp,db
36143,udp,sv_P5
55055,tcp,sv_P2
48131,udp,SV_P3
46669,tcp,monitoring
46216,tcp,sv_P5
46758,icmp,sv_P4
998,tcp,db
39041,udp,sv_P2
18120,udp,sv_P5
38912,icmp,monitoring
8783,icmp,sv_P4
22303,udp,monitoring
21058,icmp,sv_P1
41587,icmp,db
3619,udp,monitoring
65180,udp,email
60685,tcp,sv_P1
17006,udp,db
47358,icmp,SV_P3
9803,tcp,sv_P1
53268,tcp,sv_P1
20007,udp,vpn
45694,udp,sv_P5
48199,icmp,sv_P1
33896,udp,sv_P4
41003,udp,monitoring
29131,udp,email
20730,icmp,sv_P1
15772,tcp,sv_P2
64808,udp,vpn
31501,udp,sv_P4
33756,tcp,email
31790,udp,SV_P3
14575,tcp,sv_P5
44533,udp,SV_P3
52398,udp,sv_P5
62374,icmp,sv_P1
10808,tcp,vpn
44352,icmp,email
19856,udp,web
52986,tcp,monitoring
48001,icmp,web
7016,udp,db
48701,icmp,db
5458,udp,web
51601,udp,sv_P5
52894,icmp,web
23928,icmp,vpn
49946,udp,sv_P2
1558,icmp,vpn
56928,icmp,SV_P3
31733,tcp,web
44516,udp,SV_P3
24720,tcp,vpn
5134,icmp,sv_P2
36876,tcp,sv_P2
19195,icmp,sv_P5
27541,udp,sv_P2
16864,icmp,monitoring
4797,icmp,sv_P5
10960,tcp,SV_P3
62992,udp,sv_P5
2238,udp,sv_P4
16459,udp,email
41288,icmp,sv_P2
6343,udp,web
29680,udp,db
4423,tcp,monitoring
21007,icmp,sv_P4
46096,udp,monitoring
50364,icmp,email
21891,udp,email
21745,icmp,sv_P4
21013,icmp,email
55153,udp,monitoring
53276,icmp,sv_P2
34350,udp,sv_P2
65299,udp,sv_P2
7195,tcp,sv_P1
6364,tcp,SV_P3
48954,udp,db
40529,icmp,monitoring
28816,udp,sv_P1
42175,udp,web
42738,icmp,sv_P5
31298,tcp,db
22323,tcp,web
52804,icmp,vpn
27143,tcp,db
45387,icmp,vpn
18344,tcp,monitoring
44819,icmp,web
45431,icmp,email
4794,icmp,email
26589,udp,web
46866,icmp,sv_P1
42581,icmp,sv_P5
22649,icmp,sv_P1
27944,icmp,email
51048,icmp,web
47780,tcp,sv_P1
5527,udp,sv_P4
31344,icmp,email
58290,tcp,vpn
40897,udp,db
44882,tcp,db
4485,icmp,sv_P4
35547,udp,db
13520,tcp,sv_P2
12950,udp,email
52459,icmp,vpn
47462,udp,vpn
41479,tcp,email
12481,udp,email
38023,udp,SV_P3
49843,udp,sv_P2
32270,icmp,web
12969,udp,sv_P4
2424,tcp,db
38300,tcp,sv_P4
57195,icmp,vpn
15612,tcp,SV_P3
29398,udp,sv_P4
1408,icmp,sv_P2
54003,udp,email
18069,icmp,sv_P4
24769,tcp,sv_P1
35621,tcp,sv_P4
8755,udp,sv_P4
4144,tcp,web
41099,tcp,email
50069,icmp,sv_P5
21513,tcp,email
26886,tcp,db
35441,tcp,SV_P3
15961,udp,vpn
47128,icmp,web
24056,icmp,sv_P1
38354,tcp,sv_P2
16421,icmp,sv_P4
7850,tcp,SV_P3
31167,tcp,email
50030,icmp,vpn
13183,udp,monitoring
51687,tcp,sv_P1
8965,icmp,SV_P3
9927,tcp,email
39729,udp,sv_P4
42939,tcp,vpn
10118,icmp,sv_P2
31372,udp,monitoring
42533,udp,sv_P5
14231,tcp,db
52311,tcp,sv_P2
62170,icmp,web
37723,udp,vpn
14651,tcp,monitoring
39636,udp,sv_P2
19782,udp,sv_P1
30701,icmp,sv_P1
3956,udp,email
44997,udp,sv_P1
52416,tcp,sv_P2
13844,icmp,email
35566,udp,db
45274,udp,sv_P2
30070,udp,SV_P3
5673,tcp,web
6373,tcp,db
50344,tcp,SV_P3
36488,icmp,web
19060,icmp,db
40479,icmp,web
27334,icmp,db
4455,tcp,vpn
27216,tcp,sv_P4
25733,icmp,SV_P3
32454,icmp,sv_P2
4089,udp,db
56417,udp,email
39888,icmp,web
34306,tcp,sv_P5
65284,icmp,sv_P4
17667,udp,web
5656,tcp,web
22255,udp,web
13382,udp,SV_P3
19031,tcp,SV_P3
37567,udp,monitoring
32973,tcp,monitoring
45824,icmp,monitoring
6265,tcp,monitoring
33715,tcp,sv_P5
31158,tcp,sv_P2
27840,icmp,sv_P5
1499,udp,sv_P5
30097,udp,sv_P1
26839,tcp,sv_P2
14207,udp,sv_P2
50540,udp,sv_P1
37106,udp,SV_P3
58545,icmp,sv_P5
13872,icmp,vpn
26679,icmp,SV_P3
2617,icmp,sv_P2
26239,tcp,sv_P5
42386,icmp,sv_P4
1650,icmp,email
52468,udp,web
12817,icmp,sv_P1
30566,tcp,sv_P4
31310,udp,sv_P4
2031,udp,monitoring
57940,udp,sv_P1
53885,icmp,vpn
64206,tcp,sv_P2
41693,udp,sv_P4
480,tcp,SV_P3
27937,icmp,sv_P2
38242,udp,sv_P2
916,tcp,email
44481,udp,monitoring
37980,udp,db
38506,tcp,sv_P2
34763,icmp,sv_P2
62364,icmp,sv_P5
32610,icmp,db
12857,udp,monitoring
46664,udp,sv_P2
36628,udp,db
28380,icmp,sv_P5
25309,udp,sv_P5
25248,icmp,sv_P1
37623,icmp,sv_P4
37314,udp,sv_P5
51143,udp,monitoring
6350,udp,SV_P3
56149,icmp,email
44795,tcp,SV_P3
57971,udp,email
57497,tcp,email
41164,tcp,vpn
43219,icmp,sv_P4
43769,udp,sv_P1
4181,udp,web
19391,tcp,monitoring
29110,icmp,SV_P3
13138,icmp,db
42936,udp,web
59864,tcp,monitoring
20293,tcp,monitoring
55331,tcp,db
39063,tcp,sv_P2
20828,tcp,sv_P1
11096,tcp,sv_P4
21076,icmp,sv_P4
30456,icmp,monitoring
17625,icmp,sv_P2
56390,icmp,monitoring
28371,icmp,sv_P4
20037,icmp,web
57498,udp,sv_P4
58656,tcp,sv_P5
23066,udp,monitoring
63147,tcp,sv_P4
64399,udp,monitoring
51822,tcp,SV_P3
24538,udp,sv_P4
54141,icmp,sv_P4
64773,icmp,vpn
31812,tcp,SV_P3
15063,udp,email
38940,udp,monitoring
51365,icmp,db
23914,icmp,SV_P3
14430,udp,email
11681,icmp,vpn
63380,tcp,email
24806,tcp,monitoring
58362,tcp,SV_P3
32168,tcp,sv_P2
60311,icmp,sv_P1
61072,icmp,sv_P1
7374,tcp,vpn
17224,icmp,db
3295,icmp,db
54902,tcp,web
12416,icmp,monitoring
29622,tcp,vpn
58647,tcp,sv_P4
47467,tcp,sv_P1
39645,tcp,SV_P3
61104,tcp,sv_P5
15023,udp,sv_P4
65285,tcp,monitoring
55182,icmp,db
49808,icmp,SV_P3
50389,udp,web
17813,udp,email
16645,tcp,email
24469,udp,sv_P4
14600,icmp,sv_P1
26432,tcp,sv_P4
39292,tcp,monitoring
22653,icmp,email
21005,udp,monitoring
6017,tcp,sv_P2
3213,udp,SV_P3
27898,udp,SV_P3
39725,tcp,monitoring
12658,icmp,sv_P2
21748,udp,sv_P1
50612,tcp,email
63798,udp,sv_P4
34099,udp,sv_P5
26770,udp,sv_P1
789,udp,vpn
30967,udp,sv_P4
34080,icmp,sv_P4
54580,tcp,sv_P4
59818,tcp,vpn
6478,icmp,db
16614,tcp,db
3232,udp,monitoring
53845,tcp,SV_P3
22751,udp,vpn
2691,icmp,sv_P2
